"Quarters","Rent_EW","Rent_VW"
"CBSAID","20260","RET"
"2006Q1","7","7"
"2006Q2","12","12"
"2006Q3","12","12"
"2006Q4","9.5","11.173030056864"
"2007Q1","10.627825321797","8.553083983025"
"2007Q2","9.559469956803","8.777185582456"
"2007Q3","9.830487738854","8.846599361676"
"2007Q4","9.375899257717","8.68266733452"
"2008Q1","9.889293322391","8.620827855136"
"2008Q2","10.321292520202","10.132587454314"
"2008Q3","10.035294505494","9.591141417603"
"2008Q4","10.175359374873","7.917510792454"
"2009Q1","10.360915896752","8.68030024534"
"2009Q2","10.229277406874","8.856870884772"
"2009Q3","10.47854781692","8.732503897278"
"2009Q4","10.623341111908","8.713023162147"
"2010Q1","10.393196018981","8.632929886929"
"2010Q2","10.534367543141","9.034230485367"
"2010Q3","10.427762085878","8.846259583814"
"2010Q4","10.44752960195","8.998833101505"
"2011Q1","10.390862767431","9.071416163571"
"2011Q2","10.95161283922","9.492533220931"
"2011Q3","10.891472179705","9.405683699552"
"2011Q4","10.859718911863","9.36958598857"
"2012Q1","10.774653765381","8.8255349365"
"2012Q2","10.79832779111","8.811550766237"
