"Quarters","Rent_EW","Rent_VW"
"CBSAID","34980","RET"
"1999Q4","11","8.290322580645"
"2000Q1","11","8.290322580645"
"2000Q2","11","8.290322580645"
"2000Q3","11","8.290322580645"
"2000Q4","13.363557346917","14.609565455589"
"2001Q1","13.43056619812","14.66688243135"
"2001Q2","13.56376867765","14.478429168533"
"2001Q3","13.54818980759","14.541004174005"
"2001Q4","13.536058494341","14.349876601342"
"2002Q1","13.591109432521","14.568620297891"
"2002Q2","13.677451430711","14.915945134968"
"2002Q3","13.772678040509","14.614472529134"
"2002Q4","13.881074157603","14.814246570741"
"2003Q1","13.928637219401","14.856446587793"
"2003Q2","13.901670640833","14.399527131749"
"2003Q3","13.944376838516","13.805564104608"
"2003Q4","14.071761875029","13.636479305765"
"2004Q1","14.284671277967","14.017325717781"
"2004Q2","14.635189248909","14.483194884581"
"2004Q3","15.32713590199","13.761594299274"
"2004Q4","18.208730015399","16.562356496297"
"2005Q1","17.988512633682","16.335005810024"
"2005Q2","13.463059745165","12.07727923153"
"2005Q3","13.546274060933","12.031268644758"
"2005Q4","13.976509328835","11.954604233952"
"2006Q1","14.564204273453","12.086633976448"
"2006Q2","14.747817643732","12.102899933382"
"2006Q3","14.859370079484","12.462145629617"
"2006Q4","14.994785696067","13.021972494239"
"2007Q1","15.3296701915","13.547684744342"
"2007Q2","15.081705675089","13.460844518653"
"2007Q3","15.147442505336","14.145710940216"
"2007Q4","15.471676234321","14.998786590247"
"2008Q1","16.098498321689","15.647601762984"
"2008Q2","16.268863361361","16.101841237533"
"2008Q3","16.274844545084","15.958552243832"
"2008Q4","16.319948770866","15.710949912461"
"2009Q1","15.905202646778","14.6954335224"
"2009Q2","15.622071038485","14.309307952573"
"2009Q3","15.592326379903","14.215698519395"
"2009Q4","15.311869602485","13.730700434503"
"2010Q1","15.21739155763","13.542030333844"
"2010Q2","15.057116746443","13.504277961682"
"2010Q3","14.822453063994","13.416301810851"
"2010Q4","14.777515294847","13.315544326014"
"2011Q1","14.568835659331","13.055722435532"
"2011Q2","14.482024694976","13.073490043732"
"2011Q3","14.419248830574","12.986170094312"
"2011Q4","14.254525268244","12.966059288027"
"2012Q1","14.201604093026","12.824042055309"
"2012Q2","14.434313218792","13.450589782713"
