"Quarters","Rent_VW"
"CBSAID","24340"
"2000Q1",NA
"2000Q2",NA
"2000Q3",NA
"2000Q4",NA
"2001Q1",NA
"2001Q2",NA
"2001Q3",NA
"2001Q4",NA
"2002Q1",NA
"2002Q2",NA
"2002Q3",NA
"2002Q4",NA
"2003Q1",NA
"2003Q2",NA
"2003Q3",NA
"2003Q4",NA
"2004Q1",NA
"2004Q2",NA
"2004Q3",NA
"2004Q4",NA
"2005Q1",NA
"2005Q2",NA
"2005Q3",NA
"2005Q4",NA
"2006Q1","10.8556146621704"
"2006Q2","11.9796390533447"
"2006Q3","11.2833614349365"
"2006Q4","11.6055669784546"
"2007Q1","11.9150047302246"
"2007Q2","11.9688625335693"
"2007Q3","11.2549524307251"
"2007Q4","11.0935173034668"
"2008Q1","11.3073816299438"
"2008Q2","11.7708435058594"
"2008Q3","11.4684782028198"
"2008Q4","10.8625144958496"
"2009Q1","10.7928256988525"
"2009Q2","10.5118265151978"
"2009Q3","10.4047374725342"
"2009Q4","10.47105884552"
"2010Q1","10.0715484619141"
"2010Q2","9.99127292633057"
"2010Q3","9.87417507171631"
"2010Q4","9.57899475097656"
"2011Q1","9.40855503082275"
"2011Q2","9.25804901123047"
"2011Q3","9.61965179443359"
"2011Q4","9.60235404968262"
