"Quarters","Rent_VW"
"CBSAID","26420"
"2000Q1","14.5903978347778"
"2000Q2","14.9013090133667"
"2000Q3","15.1907873153687"
"2000Q4","15.4751310348511"
"2001Q1","15.742787361145"
"2001Q2","15.8800668716431"
"2001Q3","16.0126705169678"
"2001Q4","16.0845794677734"
"2002Q1","16.0638885498047"
"2002Q2","15.9669132232666"
"2002Q3","15.7928123474121"
"2002Q4","15.5932483673096"
"2003Q1","15.3982181549072"
"2003Q2","15.1651735305786"
"2003Q3","14.9388198852539"
"2003Q4","14.7039813995361"
"2004Q1","14.4767436981201"
"2004Q2","14.2974987030029"
"2004Q3","14.1316890716553"
"2004Q4","14.2840642929077"
"2005Q1","14.3672342300415"
"2005Q2","14.4088640213013"
"2005Q3","14.5068826675415"
"2005Q4","14.6360130310059"
"2006Q1","14.8064193725586"
"2006Q2","15.5286111831665"
"2006Q3","16.1720104217529"
"2006Q4","16.0277919769287"
"2007Q1","17.2225074768066"
"2007Q2","15.7544498443604"
"2007Q3","15.6544132232666"
"2007Q4","15.8352661132812"
"2008Q1","15.5958042144775"
"2008Q2","15.4877796173096"
"2008Q3","15.555214881897"
"2008Q4","15.3031492233276"
"2009Q1","15.5269031524658"
"2009Q2","15.3658723831177"
"2009Q3","15.093451499939"
"2009Q4","14.9217281341553"
"2010Q1","14.6226005554199"
"2010Q2","14.5614643096924"
"2010Q3","14.5330457687378"
"2010Q4","14.6250877380371"
"2011Q1","14.4435634613037"
"2011Q2","14.4153842926025"
"2011Q3","14.4563283920288"
"2011Q4","14.4347696304321"
