"Quarters","Rent_VW"
"CBSAID","30140"
"2000Q1","10.1772003173828"
"2000Q2","9.38351345062256"
"2000Q3","9.67850303649902"
"2000Q4","8.49499320983887"
"2001Q1","8.49499320983887"
"2001Q2","8.49499320983887"
"2001Q3","10.9523525238037"
"2001Q4","10.9523525238037"
"2002Q1","12.159815788269"
"2002Q2","13.7077226638794"
"2002Q3","13.9284982681274"
"2002Q4","13.9284982681274"
"2003Q1","11.0207080841064"
"2003Q2","10.348406791687"
"2003Q3","13.634015083313"
"2003Q4","13.634015083313"
"2004Q1","13.634015083313"
"2004Q2","13.634015083313"
"2004Q3","14.0624952316284"
"2004Q4","14.0624952316284"
"2005Q1","15.8463268280029"
"2005Q2","14.0624952316284"
"2005Q3","13.7129802703857"
"2005Q4","15.339524269104"
"2006Q1","15.339524269104"
"2006Q2","15.339524269104"
"2006Q3","15.339524269104"
"2006Q4","10.7591209411621"
"2007Q1","10.8445177078247"
"2007Q2","11.7371711730957"
"2007Q3","11.5706930160522"
"2007Q4","11.9778804779053"
"2008Q1","12.5752124786377"
"2008Q2","12.3992710113525"
"2008Q3","10.4226417541504"
"2008Q4","12.1619787216187"
"2009Q1","11.3074579238892"
"2009Q2","12.9596157073975"
"2009Q3","13.3431491851807"
"2009Q4","13.4930467605591"
"2010Q1","9.84425449371338"
"2010Q2","9.70526218414307"
"2010Q3","10.7373304367065"
"2010Q4","10.9744167327881"
"2011Q1","9.83610534667969"
"2011Q2","9.20382690429688"
"2011Q3","9.6292724609375"
"2011Q4","9.21539878845215"
