"Quarters","Rent_VW"
"CBSAID","36100"
"2000Q1",NA
"2000Q2",NA
"2000Q3",NA
"2000Q4",NA
"2001Q1",NA
"2001Q2",NA
"2001Q3",NA
"2001Q4",NA
"2002Q1",NA
"2002Q2",NA
"2002Q3",NA
"2002Q4",NA
"2003Q1",NA
"2003Q2",NA
"2003Q3",NA
"2003Q4",NA
"2004Q1",NA
"2004Q2",NA
"2004Q3",NA
"2004Q4",NA
"2005Q1",NA
"2005Q2",NA
"2005Q3",NA
"2005Q4",NA
"2006Q1",NA
"2006Q2",NA
"2006Q3",NA
"2006Q4",NA
"2007Q1",NA
"2007Q2",NA
"2007Q3","14.2677450180054"
"2007Q4","14.5681571960449"
"2008Q1","14.7560539245605"
"2008Q2","14.8308267593384"
"2008Q3","14.9973497390747"
"2008Q4","14.2727937698364"
"2009Q1","13.9465074539185"
"2009Q2","13.8118314743042"
"2009Q3","13.4120397567749"
"2009Q4","12.6436147689819"
"2010Q1","12.642972946167"
"2010Q2","12.38512134552"
"2010Q3","12.3835220336914"
"2010Q4","12.5027160644531"
"2011Q1","12.7646007537842"
"2011Q2","12.6270503997803"
"2011Q3","12.4605588912964"
"2011Q4","12.1529865264893"
