"Quarters","Rent_EW","Rent_VW"
"CBSAID","12580","OFF"
"1994Q1","15.134839275977","15.586485781245"
"1994Q2","15.088684728977","15.405477914694"
"1994Q3","14.999394949108","15.179645574598"
"1994Q4","15.015040248514","15.254818047533"
"1995Q1","15.111091920858","15.527158794578"
"1995Q2","15.272074498815","15.752157391836"
"1995Q3","15.192825161802","15.531592778872"
"1995Q4","15.216247119278","15.472854316482"
"1996Q1","15.385144006512","15.526722757603"
"1996Q2","15.474098651897","15.434056975187"
"1996Q3","15.501279779771","15.685451220273"
"1996Q4","15.678285688401","16.711442235913"
"1997Q1","15.757682982313","16.676754618476"
"1997Q2","15.724933661039","16.10118052478"
"1997Q3","15.804564633512","16.80516279389"
"1997Q4","15.995690048702","17.152409627951"
"1998Q1","16.048564304138","16.234619418411"
"1998Q2","16.166876376383","16.33091469108"
"1998Q3","16.232408149879","16.37307933579"
"1998Q4","16.359823030945","16.68097444778"
"1999Q1","16.42897425844","16.903644010751"
"1999Q2","16.399429107075","16.884824451699"
"1999Q3","16.516896207034","17.384398755145"
"1999Q4","16.643966178797","17.647057517605"
"2000Q1","17.114135733594","18.273127879943"
"2000Q2","17.379027079376","18.836739314775"
"2000Q3","17.530524727943","18.931204765828"
"2000Q4","17.745293790035","19.210635573345"
"2001Q1","17.883265852091","19.366089225344"
"2001Q2","17.86279716982","19.310224538917"
"2001Q3","18.033438239172","19.693469824872"
"2001Q4","18.062939654216","19.804569630531"
"2002Q1","18.063041026695","19.582174307792"
"2002Q2","18.061746971889","19.311082122041"
"2002Q3","18.166763968104","19.378479123729"
"2002Q4","18.160512588267","19.474686991735"
"2003Q1","18.210268625028","19.4338453318"
"2003Q2","18.430152679632","19.752819214141"
"2003Q3","18.252625021656","19.708842569488"
"2003Q4","18.253520459002","19.756411064379"
"2004Q1","18.345425422344","19.65548792506"
"2004Q2","18.499269172241","19.666435549919"
"2004Q3","18.744918869628","20.017305368593"
"2004Q4","19.040601428047","20.451492897959"
"2005Q1","19.180986343165","20.413746767077"
"2005Q2","19.441813597599","20.966862906989"
"2005Q3","19.571213785838","21.08007463501"
"2005Q4","19.616312354102","20.829992532839"
"2006Q1","19.870697582607","21.520316769103"
"2006Q2","20.130352390857","21.746108188896"
"2006Q3","20.34820489117","21.784718764315"
"2006Q4","20.58262048964","22.194509745597"
"2007Q1","20.661309792784","22.270955867283"
"2007Q2","20.639235693747","22.329796165738"
"2007Q3","20.786246727718","22.38707079297"
"2007Q4","20.951309426958","22.753283795334"
"2008Q1","21.102700827901","22.800603106856"
"2008Q2","20.992392316731","22.585181700216"
"2008Q3","21.001180623095","22.445111384876"
"2008Q4","20.918177367511","22.2419491087"
"2009Q1","20.95218861756","22.368403551213"
"2009Q2","20.767453294365","22.204647663545"
"2009Q3","20.54907912195","21.964049446297"
"2009Q4","20.205683477597","21.583858034688"
"2010Q1","20.265300158715","21.584936609598"
"2010Q2","20.354783450395","21.76312116041"
"2010Q3","20.146053718638","21.519062330391"
"2010Q4","20.529651898197","21.751451859447"
"2011Q1","20.07569975615","21.522562765348"
"2011Q2","20.109524458389","21.421345237095"
"2011Q3","19.966258497979","21.338669384543"
"2011Q4","20.179446687686","21.449465676213"
"2012Q1","19.847609587057","21.27435383809"
"2012Q2","19.92544697948","22.247632623473"
