"Quarters","Rent_EW","Rent_VW"
"CBSAID","17980","OFF"
"2006Q1","10.5","10.5"
"2006Q2","13.357139770742","14.939105351347"
"2006Q3","13.357139770742","14.939105351347"
"2006Q4","13.999996913599","15.101672451877"
"2007Q1","11.075898816174","10.685168582498"
"2007Q2","12.128047974047","12.29639812643"
"2007Q3","12.085112568614","12.153739573024"
"2007Q4","13.93490140021","13.056066139258"
"2008Q1","12.733313313372","11.461194404509"
"2008Q2","13.476806377864","12.874584657048"
"2008Q3","13.271350087049","12.801109829608"
"2008Q4","13.930528390415","13.39178957309"
"2009Q1","13.06487813487","12.459552897894"
"2009Q2","13.294089310293","12.861005414898"
"2009Q3","12.955336682588","12.731621707598"
"2009Q4","12.323277091263","12.780124581082"
"2010Q1","12.097106529184","12.078520342689"
"2010Q2","12.189414948175","12.147860611524"
"2010Q3","12.236968056058","12.42406740794"
"2010Q4","12.340232465906","12.692476296495"
"2011Q1","12.123902942069","12.41640034938"
"2011Q2","11.975145858523","12.98903367931"
"2011Q3","11.535896914035","12.633252172535"
"2011Q4","11.52796974758","12.106750758527"
"2012Q1","11.717721687815","12.082448710732"
"2012Q2","11.929156759719","12.555856686526"
