"Quarters","Rent_EW","Rent_VW"
"CBSAID","27260","OFF"
"1999Q4","16.210838207495","17.078457398443"
"2000Q1","16.441621430831","17.292654866306"
"2000Q2","16.145196461895","16.64074639484"
"2000Q3","16.220042781797","16.744555229061"
"2000Q4","16.279974555518","16.975797451398"
"2001Q1","16.248096874449","16.810797921848"
"2001Q2","16.303168447303","16.766417782525"
"2001Q3","16.273443636496","16.801494711327"
"2001Q4","16.278849789409","16.576492550705"
"2002Q1","16.324650593789","16.686621583085"
"2002Q2","16.124781989828","16.612373305598"
"2002Q3","16.377719719901","16.959667077811"
"2002Q4","16.365919480373","16.99266465628"
"2003Q1","16.189780087368","16.745034889531"
"2003Q2","16.642061539213","17.209440146581"
"2003Q3","16.744266454071","17.11540684543"
"2003Q4","16.597003123882","16.718979541388"
"2004Q1","16.695214928946","16.593265437231"
"2004Q2","16.523306574874","16.342658688962"
"2004Q3","16.579817155863","16.701792879201"
"2004Q4","16.644790364978","17.187662450817"
"2005Q1","16.883234721657","16.857064362839"
"2005Q2","17.024304536845","16.325581930482"
"2005Q3","17.067242713399","16.459148251816"
"2005Q4","17.293583561463","16.521463961038"
"2006Q1","17.584435043602","16.745081785719"
"2006Q2","17.745846909142","17.061125502417"
"2006Q3","17.94181643131","17.187675212719"
"2006Q4","17.96733683221","17.759431761923"
"2007Q1","18.145533163826","18.002066161957"
"2007Q2","18.592847134426","18.342687182374"
"2007Q3","18.72031940467","18.492489748049"
"2007Q4","18.907162811286","18.520241022721"
"2008Q1","19.096429514854","18.563424520075"
"2008Q2","19.150349220225","18.544124263965"
"2008Q3","19.00916257823","18.659097462268"
"2008Q4","18.956821396794","18.466808697039"
"2009Q1","18.723342680783","18.618739578263"
"2009Q2","18.555658213576","18.515493132072"
"2009Q3","18.419580605503","18.262066913426"
"2009Q4","18.372140994806","18.323293795252"
"2010Q1","18.465810123492","18.202009506649"
"2010Q2","18.190903862236","18.01465414132"
"2010Q3","17.797628191692","18.067931304957"
"2010Q4","17.724094298615","17.564638920431"
"2011Q1","17.358160682519","17.41488789137"
"2011Q2","17.11826088768","17.309675960262"
"2011Q3","17.000232271522","17.175476994209"
"2011Q4","17.005083159897","17.139860764418"
"2012Q1","16.777886752347","17.067450336638"
"2012Q2","16.570387744928","16.903400611109"
