"Quarters","Rent_EW","Rent_VW"
"CBSAID","47900","OFF"
"1993Q1","18.193193206594","19.5061851176"
"1993Q2","18.084647978699","20.000696117896"
"1993Q3","17.941391095705","19.548009871115"
"1993Q4","17.76998404568","19.857385041111"
"1994Q1","17.80355668338","20.396414794748"
"1994Q2","17.800200453391","19.83329275425"
"1994Q3","17.716654457068","19.973871883373"
"1994Q4","17.756550189804","19.387471602626"
"1995Q1","17.880733443875","19.599459695962"
"1995Q2","18.019454311167","19.742197801534"
"1995Q3","18.069662092122","19.704714832082"
"1995Q4","18.224800924283","20.044588843364"
"1996Q1","18.312665377144","20.460748083964"
"1996Q2","18.464246216793","20.452409404579"
"1996Q3","18.58006604382","20.394805342374"
"1996Q4","18.848771054695","20.701274942406"
"1997Q1","19.100629563169","20.963842237911"
"1997Q2","19.453469033555","21.532486542745"
"1997Q3","19.829408864785","22.712501366257"
"1997Q4","20.053948969525","23.099427421777"
"1998Q1","21.130563872441","25.041133924926"
"1998Q2","21.482961451699","25.2688234553"
"1998Q3","21.942109351836","25.770613550541"
"1998Q4","22.283111931776","26.19614375881"
"1999Q1","22.644687429972","26.483360013689"
"1999Q2","22.896069193986","26.76284517561"
"1999Q3","23.418562681824","27.257952546056"
"1999Q4","23.79677731605","27.554092811812"
"2000Q1","24.3178584277","28.091147332984"
"2000Q2","24.815372286537","29.255535220951"
"2000Q3","25.422262464066","30.167161678538"
"2000Q4","25.921939801087","30.618753315304"
"2001Q1","26.269571736128","30.908717116829"
"2001Q2","26.199336171575","30.749737440027"
"2001Q3","26.050937568536","30.233283387653"
"2001Q4","25.865931345913","29.831312941495"
"2002Q1","25.603226242375","29.516775509464"
"2002Q2","25.483360288165","29.401515586013"
"2002Q3","25.333505772066","29.354111115272"
"2002Q4","25.162473137107","28.846200468202"
"2003Q1","25.37528741553","29.504275033721"
"2003Q2","25.239452223705","28.769188262796"
"2003Q3","25.118361803474","28.575319259394"
"2003Q4","25.256671090202","28.587860967245"
"2004Q1","25.37569445879","28.751224251972"
"2004Q2","25.603426666372","29.110313027451"
"2004Q3","25.886838961534","29.424298634402"
"2004Q4","26.18066516625","29.86786346228"
"2005Q1","26.707001970304","30.346109484475"
"2005Q2","26.586624762365","30.132096048509"
"2005Q3","26.763786880742","30.322724021259"
"2005Q4","26.985245169235","30.545183894993"
"2006Q1","27.173689166829","30.750858708588"
"2006Q2","27.630383164036","31.51626068954"
"2006Q3","27.860015029361","31.933690978623"
"2006Q4","28.119014676494","32.402811153614"
"2007Q1","28.339412460426","32.696768422824"
"2007Q2","28.538489890135","33.704145656035"
"2007Q3","28.83356270509","33.946404820334"
"2007Q4","28.949008507996","34.073219201288"
"2008Q1","29.057757588233","34.491584621596"
"2008Q2","29.087027927032","34.465583645407"
"2008Q3","28.995064425544","34.337772397821"
"2008Q4","28.774223886378","34.215040917192"
"2009Q1","28.442697556359","33.889663085514"
"2009Q2","28.205779556492","33.288860327128"
"2009Q3","27.992512082466","33.207541262168"
"2009Q4","27.677817809962","33.193680421274"
"2010Q1","27.571860283128","33.578646848139"
"2010Q2","27.462090006034","33.537326424075"
"2010Q3","27.227063071385","33.619528571344"
"2010Q4","27.353614172451","33.405523144499"
"2011Q1","27.149431074194","33.470816313035"
"2011Q2","27.064526778583","33.277212026521"
"2011Q3","27.063605589979","33.544442117014"
"2011Q4","27.125689051317","33.701912069861"
"2012Q1","27.119741418512","33.836469116325"
"2012Q2","27.304042031599","34.33240032341"
