"Quarters","Rent_VW"
"CBSAID","30780"
"2000Q1",NA
"2000Q2",NA
"2000Q3",NA
"2000Q4",NA
"2001Q1",NA
"2001Q2",NA
"2001Q3",NA
"2001Q4",NA
"2002Q1",NA
"2002Q2",NA
"2002Q3",NA
"2002Q4",NA
"2003Q1",NA
"2003Q2",NA
"2003Q3",NA
"2003Q4",NA
"2004Q1",NA
"2004Q2",NA
"2004Q3",NA
"2004Q4",NA
"2005Q1",NA
"2005Q2",NA
"2005Q3",NA
"2005Q4",NA
"2006Q1",NA
"2006Q2",NA
"2006Q3",NA
"2006Q4",NA
"2007Q1",NA
"2007Q2",NA
"2007Q3",NA
"2007Q4","2.96318960189819"
"2008Q1","3.03808069229126"
"2008Q2","2.95798373222351"
"2008Q3","2.90298938751221"
"2008Q4","2.95999503135681"
"2009Q1","3.00102639198303"
"2009Q2","3.04181098937988"
"2009Q3","3.17493486404419"
"2009Q4","3.39243483543396"
"2010Q1","3.22759580612183"
"2010Q2","3.15118718147278"
"2010Q3","3.1529426574707"
"2010Q4","3.15453863143921"
"2011Q1","3.15446281433105"
"2011Q2","3.09854769706726"
"2011Q3","3.13606524467468"
"2011Q4","3.12743759155273"
