"Quarters","Rent_VW"
"CBSAID","17140"
"2000Q1","3.50768756866455"
"2000Q2","3.55074024200439"
"2000Q3","3.47180128097534"
"2000Q4","3.44448637962341"
"2001Q1","3.50297570228577"
"2001Q2","3.4428699016571"
"2001Q3","3.38647651672363"
"2001Q4","3.30010008811951"
"2002Q1","3.31892681121826"
"2002Q2","3.25519013404846"
"2002Q3","3.25459265708923"
"2002Q4","3.3405396938324"
"2003Q1","3.29412221908569"
"2003Q2","3.31736469268799"
"2003Q3","3.29771065711975"
"2003Q4","3.26185631752014"
"2004Q1","3.20835208892822"
"2004Q2","3.17068457603455"
"2004Q3","3.09611058235168"
"2004Q4","3.11316227912903"
"2005Q1","3.1419997215271"
"2005Q2","3.18400049209595"
"2005Q3","3.24784088134766"
"2005Q4","3.28266143798828"
"2006Q1","3.39291381835938"
"2006Q2","3.62293887138367"
"2006Q3","3.72993659973145"
"2006Q4","3.72964119911194"
"2007Q1","3.81962585449219"
"2007Q2","3.8511791229248"
"2007Q3","3.814124584198"
"2007Q4","3.80103063583374"
"2008Q1","3.72436714172363"
"2008Q2","3.73049712181091"
"2008Q3","3.71339964866638"
"2008Q4","3.66839981079102"
"2009Q1","3.68620038032532"
"2009Q2","3.69831204414368"
"2009Q3","3.64952564239502"
"2009Q4","3.58818411827087"
"2010Q1","3.54302954673767"
"2010Q2","3.45150113105774"
"2010Q3","3.38624715805054"
"2010Q4","3.37372016906738"
"2011Q1","3.3389413356781"
"2011Q2","3.42805743217468"
"2011Q3","3.38363099098206"
"2011Q4","3.36673164367676"
