"Quarters","Rent_VW"
"CBSAID","41884"
"2006Q2","9.25653266906738"
"2006Q3","9.56830215454102"
"2006Q4","9.57211303710938"
"2007Q1","9.97727680206299"
"2007Q2","9.87518501281738"
"2007Q3","10.218150138855"
"2007Q4","10.3271102905273"
"2008Q1","10.7855453491211"
"2000Q1","10.5978012084961"
"2000Q2","14.4640588760376"
"2000Q3","15.9092540740967"
"2000Q4","17.5641059875488"
"2001Q1","18.3838958740234"
"2001Q2","15.6664447784424"
"2001Q3","13.562970161438"
"2001Q4","12.2976341247559"
"2002Q1","11.5883893966675"
"2002Q2","11.4139928817749"
"2002Q3","11.133321762085"
"2002Q4","10.4157686233521"
"2003Q1","10.2486934661865"
"2003Q2","8.65389347076416"
"2003Q3","8.48088359832764"
"2003Q4","8.27112579345703"
"2004Q1","8.29838466644287"
"2004Q2","8.17527675628662"
"2004Q3","8.23756408691406"
"2004Q4","8.07495594024658"
"2005Q1","7.98787069320679"
"2005Q2","8.12542247772217"
"2005Q3","8.20063495635986"
"2005Q4","8.64056301116943"
"2006Q1","8.83297824859619"
"2008Q2","11.1588649749756"
"2008Q3","11.2240686416626"
"2008Q4","11.0146903991699"
"2009Q1","10.7161340713501"
"2009Q2","10.3171977996826"
"2009Q3","10.0828409194946"
"2009Q4","9.71256065368652"
"2010Q1","9.57433032989502"
"2010Q2","9.36951923370361"
"2010Q3","9.24797248840332"
"2010Q4","9.13980770111084"
"2011Q1","9.07139492034912"
"2011Q2","9.33418273925781"
"2011Q3","9.87212371826172"
"2011Q4","9.95669937133789"
