"Quarters","Rent_VW"
"CBSAID","22420"
"2000Q1",NA
"2000Q2",NA
"2000Q3",NA
"2000Q4",NA
"2001Q1",NA
"2001Q2",NA
"2001Q3",NA
"2001Q4",NA
"2002Q1",NA
"2002Q2",NA
"2002Q3",NA
"2002Q4",NA
"2003Q1",NA
"2003Q2",NA
"2003Q3",NA
"2003Q4",NA
"2004Q1",NA
"2004Q2",NA
"2004Q3",NA
"2004Q4",NA
"2005Q1",NA
"2005Q2",NA
"2005Q3",NA
"2005Q4",NA
"2006Q1",NA
"2006Q2",NA
"2006Q3",NA
"2006Q4",NA
"2007Q1","4.52795886993408"
"2007Q2","4.4990816116333"
"2007Q3","4.49821805953979"
"2007Q4","4.55516481399536"
"2008Q1","4.51164102554321"
"2008Q2","4.5127649307251"
"2008Q3","4.3609414100647"
"2008Q4","4.26224040985107"
"2009Q1","4.1581506729126"
"2009Q2","3.86889004707336"
"2009Q3","3.67585635185242"
"2009Q4","3.53610062599182"
"2010Q1","3.40032553672791"
"2010Q2","3.45585989952087"
"2010Q3","3.37719583511353"
"2010Q4","3.24299931526184"
"2011Q1","3.2653477191925"
"2011Q2","3.26065587997437"
"2011Q3","3.23251152038574"
"2011Q4","3.18686652183533"
