"Quarters","Rent_VW"
"CBSAID","29460"
"2004Q1","3.70041108131409"
"2004Q2","3.67083239555359"
"2004Q3","3.77026009559631"
"2004Q4","3.8745710849762"
"2005Q1","4.09896945953369"
"2005Q2","4.09351205825806"
"2005Q3","4.00564908981323"
"2005Q4","4.15877437591553"
"2006Q1","4.27069330215454"
"2006Q2","4.5806679725647"
"2006Q3","4.71782541275024"
"2006Q4","4.9238076210022"
"2007Q1","5.06570959091187"
"2007Q2","5.29017114639282"
"2007Q3","5.42962455749512"
"2007Q4","5.40769243240356"
"2008Q1","5.5402684211731"
"2008Q2","5.27509450912476"
"2008Q3","5.40324401855469"
"2008Q4","5.33810806274414"
"2009Q1","5.35254430770874"
"2009Q2","5.04650163650513"
"2009Q3","4.9842848777771"
"2009Q4","4.62163734436035"
"2000Q1",NA
"2000Q2",NA
"2000Q3",NA
"2000Q4","4.44715547561646"
"2001Q1","4.01948642730713"
"2001Q2","4.05153274536133"
"2001Q3","4.084144115448"
"2001Q4","4.10723972320557"
"2002Q1","3.97083020210266"
"2002Q2","3.85182929039001"
"2002Q3","3.80291962623596"
"2002Q4","3.84728193283081"
"2003Q1","3.86770510673523"
"2003Q2","3.94938373565674"
"2003Q3","3.93842625617981"
"2003Q4","3.84379601478577"
"2010Q1","4.21125984191895"
"2010Q2","4.20352458953857"
"2010Q3","4.2712516784668"
"2010Q4","4.29106330871582"
"2011Q1","4.26372861862183"
"2011Q2","4.36738109588623"
"2011Q3","4.18454694747925"
"2011Q4","4.06183099746704"
