"Quarters","Rent_VW"
"CBSAID","27500"
"2000Q1",NA
"2000Q2",NA
"2000Q3",NA
"2000Q4",NA
"2001Q1",NA
"2001Q2",NA
"2001Q3",NA
"2001Q4",NA
"2002Q1",NA
"2002Q2",NA
"2002Q3",NA
"2002Q4",NA
"2003Q1",NA
"2003Q2",NA
"2003Q3",NA
"2003Q4",NA
"2004Q1",NA
"2004Q2",NA
"2004Q3",NA
"2004Q4",NA
"2005Q1",NA
"2005Q2",NA
"2005Q3",NA
"2005Q4",NA
"2006Q1","3.54419445991516"
"2006Q2","3.53635144233704"
"2006Q3","3.53635144233704"
"2006Q4","3.53331089019775"
"2007Q1","3.70508456230164"
"2007Q2","3.64964199066162"
"2007Q3","4.3075385093689"
"2007Q4","4.09223222732544"
"2008Q1","3.8669171333313"
"2008Q2","3.54149174690247"
"2008Q3","3.42639923095703"
"2008Q4","3.44532585144043"
"2009Q1","3.43069434165955"
"2009Q2","3.35437893867493"
"2009Q3","3.34998846054077"
"2009Q4","3.38509654998779"
"2010Q1","3.62992453575134"
"2010Q2","3.67145490646362"
"2010Q3","3.68107867240906"
"2010Q4","3.54351687431335"
"2011Q1","3.53394269943237"
"2011Q2","3.48703813552856"
"2011Q3","3.33194971084595"
"2011Q4","3.33194971084595"
