"Quarters","Rent_EW","Rent_VW"
"CBSAID","26180","APT"
"2006Q1","39","39"
"2006Q2","27.450900228224","31.543944176773"
"2006Q3","27.450900228224","31.543944176773"
"2006Q4","27.450900228224","31.543944176773"
"2007Q1","36.925207756232","36.925207756232"
"2007Q2","28.388250910395","30.980886100764"
"2007Q3","28.388250910395","30.980886100764"
"2007Q4","28.388250910395","30.980886100764"
"2008Q1","31.895656028368","37.676521638509"
"2008Q2","34.372992292659","38.406426332288"
"2008Q3","32.731594635845","34.574079662039"
"2008Q4","34.064783348051","35.82305156973"
"2009Q1","34.053892474961","35.787238232783"
"2009Q2","33.438322839424","35.673335685127"
"2009Q3","21.239892066918","22.606015318512"
"2010Q1","22.12041036717","21.969626168224"
"2010Q2","21.526793345893","21.413158558103"
"2010Q3","26.318499539145","25.073189230185"
"2010Q4","29.396178343949","29.396178343949"
"2011Q1","26.318499539145","25.073189230185"
"2011Q2","26.318499539145","25.073189230185"
"2011Q3","23.240820734341","23.240820734341"
