"Quarters","Rent_VW"
"CBSAID","27260"
"2000Q1","663.254089355469"
"2000Q2","669.988586425781"
"2000Q3","676.488220214844"
"2000Q4","682.28564453125"
"2001Q1","687.865844726562"
"2001Q2","693.405883789062"
"2001Q3","697.605102539062"
"2001Q4","701.415466308594"
"2002Q1","703.034851074219"
"2002Q2","705.340454101562"
"2002Q3","706.760009765625"
"2002Q4","708.097229003906"
"2003Q1","710.926696777344"
"2003Q2","712.060424804688"
"2003Q3","713.70947265625"
"2003Q4","715.894348144531"
"2004Q1","718.856689453125"
"2004Q2","722.918395996094"
"2004Q3","727.340454101562"
"2004Q4","734.283630371094"
"2005Q1","740.5517578125"
"2005Q2","745.534790039062"
"2005Q3","751.744506835938"
"2005Q4","757.488220214844"
"2006Q1","766.10302734375"
"2006Q2","776.050476074219"
"2006Q3","786.468505859375"
"2006Q4","797.609680175781"
"2007Q1","807.284301757812"
"2007Q2","813.654663085938"
"2007Q3","812.05859375"
"2007Q4","804.873779296875"
"2008Q1","797.913208007812"
"2008Q2","791.574035644531"
"2008Q3","787.635559082031"
"2008Q4","782.629150390625"
"2009Q1","773.878234863281"
"2009Q2","764.59619140625"
"2009Q3","759.267944335938"
"2009Q4","752.881774902344"
"2010Q1","746.945007324219"
"2010Q2","752.230773925781"
"2010Q3","753.269775390625"
"2010Q4","751.554260253906"
"2011Q1","759.807189941406"
"2011Q2","759.156311035156"
"2011Q3","760.954772949219"
"2011Q4","767.435791015625"
